[2025-07-23T11:09:00.2944108+02:00] GET /api/users/user-info | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36
[2025-07-23T11:09:00.3264398+02:00] POST /api/auth/logout | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36
[2025-07-23T11:09:00.3450111+02:00] GET /api/users/user-info | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36
[2025-07-23T11:09:00.3499989+02:00] GET /api/character | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36
[2025-07-23T11:09:35.8317452+02:00] GET /api/character/2 | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-23T11:09:35.8657354+02:00] GET /api/character/2/similar | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-23T11:11:53.4571634+02:00] GET /api/users/user-info | Status: 401 | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 | Duration: 21 ms
[2025-07-23T11:11:53.4681732+02:00] POST /api/auth/logout | Status: 200 | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 | Duration: 3 ms
[2025-07-23T11:11:53.4821861+02:00] GET /api/users/user-info | Status: 401 | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 | Duration: 1 ms
[2025-07-23T11:11:53.5902842+02:00] GET /api/character/2 | Status: 200 | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 | Duration: 105 ms
[2025-07-23T11:11:53.6267963+02:00] GET /api/character/2/similar | Status: 200 | Origin: http://localhost:5173 | Referer: http://localhost:5173/ | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 | Duration: 30 ms
